GID,PID,OFF,DEF,TYPE,DSEQ,LEN,QTR,MIN,SEC,PTSO,PTSD,DWN,YTG,YFOG,ZONE,PTS,FGXP,FKICKER,DIST,GOOD,SEAS,WEEK,DAY,V,H,STAD,TEMP,HUMD,WSPD,COND,SURF,COND2
282,45823,NYG,KC,FGXP,7,3,2,0,4,10,0,1,10,84,5,3,FG,MA-070,34,1,2001,2,SUN,NYG,KC,ArrowheadStadium,64,63,14,Cloudy,Grass,Clean
282,45756,NYG,KC,FGXP,6,4,1,12,24,0,0,4,10,76,4,3,FG,MA-070,42,1,2001,2,SUN,NYG,KC,ArrowheadStadium,64,63,14,Cloudy,Grass,Clean
613,99650,KC,DEN,FGXP,7,5,4,3,52,34,27,4,1,75,4,NA,FG,MA-070,43,0,2002,7,SUN,DEN,KC,ArrowheadStadium,51,69,3,Sunny,Grass,Clean
668,108569,KC,BUF,FGXP,11,3,4,12,50,10,16,4,5,73,4,NA,FG,MA-070,45,0,2002,11,SUN,BUF,KC,ArrowheadStadium,48,62,13,Sunny,Grass,Clean
703,114324,KC,ARI,FGXP,10,5,3,7,1,35,0,4,4,72,4,NA,FG,MA-070,46,0,2002,13,SUN,ARI,KC,ArrowheadStadium,44,34,17,Sunny,Grass,Clean
571,92661,KC,MIA,FGXP,4,3,4,8,13,38,30,4,1,93,5,3,FG,MA-070,24,1,2002,4,SUN,MIA,KC,ArrowheadStadium,76,68,10,Cloudy,Grass,Clean
541,87612,KC,JAC,FGXP,15,3,1,2,56,0,0,4,7,93,5,3,FG,MA-070,25,1,2002,2,SUN,JAC,KC,ArrowheadStadium,66,75,7,Sunny,Grass,Clean
613,99556,KC,DEN,FGXP,5,4,2,3,10,10,3,4,10,86,5,3,FG,MA-070,32,1,2002,7,SUN,DEN,KC,ArrowheadStadium,51,69,3,Sunny,Grass,Clean
541,87628,KC,JAC,FGXP,11,4,2,11,32,3,0,4,11,80,5,3,FG,MA-070,38,1,2002,2,SUN,JAC,KC,ArrowheadStadium,66,75,7,Sunny,Grass,Clean
668,108506,KC,BUF,FGXP,6,3,2,7,25,7,6,4,3,80,5,3,FG,MA-070,38,1,2002,11,SUN,BUF,KC,ArrowheadStadium,48,62,13,Sunny,Grass,Clean
541,87716,KC,JAC,FGXP,8,5,4,7,2,6,9,4,10,79,4,3,FG,MA-070,39,1,2002,2,SUN,JAC,KC,ArrowheadStadium,66,75,7,Sunny,Grass,Clean
613,99536,KC,DEN,FGXP,11,4,2,9,35,7,3,4,19,77,4,3,FG,MA-070,41,1,2002,7,SUN,DEN,KC,ArrowheadStadium,51,69,3,Sunny,Grass,Clean
571,92536,KC,MIA,FGXP,4,3,1,5,46,7,7,4,6,68,4,3,FG,MA-070,50,1,2002,4,SUN,MIA,KC,ArrowheadStadium,76,68,10,Cloudy,Grass,Clean
1048,170727,KC,IND,FGXP,11,4,2,1,9,10,21,4,5,87,5,NA,FG,MA-070,31,0,2003,19,SUN,IND,KC,ArrowheadStadium,51,51,13,Sunny,Grass,Clean
999,162860,KC,DET,FGXP,3,3,2,0,0,28,10,1,4,70,4,NA,FG,MA-070,48,0,2003,15,SUN,DET,KC,ArrowheadStadium,29,88,12,Cloudy,Grass,Clean
1048,170681,KC,IND,FGXP,11,3,1,3,38,0,7,4,4,96,5,3,FG,MA-070,22,1,2003,19,SUN,IND,KC,ArrowheadStadium,51,51,13,Sunny,Grass,Clean
853,139041,KC,DEN,FGXP,13,1,2,5,55,7,10,4,5,95,5,3,FG,MA-070,23,1,2003,5,SUN,DEN,KC,ArrowheadStadium,69,60,8,Sunny,Grass,Clean
921,150095,KC,CLE,FGXP,10,3,2,0,4,24,17,1,9,91,5,3,FG,MA-070,27,1,2003,10,SUN,CLE,KC,ArrowheadStadium,45,57,8,Cloudy,Grass,Clean
921,150078,KC,CLE,FGXP,4,3,2,4,1,21,17,4,5,89,5,3,FG,MA-070,29,1,2003,10,SUN,CLE,KC,ArrowheadStadium,45,57,8,Cloudy,Grass,Clean
999,162880,KC,DET,FGXP,7,3,3,7,36,35,10,4,4,83,5,3,FG,MA-070,35,1,2003,15,SUN,DET,KC,ArrowheadStadium,29,88,12,Cloudy,Grass,Clean
955,155791,KC,OAK,FGXP,8,5,4,0,9,24,24,1,10,83,5,3,FG,MA-070,35,1,2003,12,SUN,OAK,KC,ArrowheadStadium,30,76,14,Cloudy,Grass,Clean
1035,168669,KC,CHI,FGXP,8,3,4,10,13,21,3,4,11,80,5,3,FG,MA-070,38,1,2003,17,SUN,CHI,KC,ArrowheadStadium,46,42,6,Sunny,Grass,Clean
794,129323,KC,SD,FGXP,6,3,2,5,11,21,0,4,3,76,4,3,FG,MA-070,42,1,2003,1,SUN,SD,KC,ArrowheadStadium,77,36,6,Sunny,Grass,Clean
955,155728,KC,OAK,FGXP,5,4,3,7,16,21,14,4,4,75,4,3,FG,MA-070,43,1,2003,12,SUN,OAK,KC,ArrowheadStadium,30,76,14,Cloudy,Grass,Clean
794,129368,KC,SD,FGXP,10,3,3,3,5,24,7,4,3,71,4,3,FG,MA-070,46,1,2003,1,SUN,SD,KC,ArrowheadStadium,77,36,6,Sunny,Grass,Clean
900,146771,KC,BUF,FGXP,4,6,4,4,8,35,5,4,20,69,4,3,FG,MA-070,49,1,2003,8,SN,BUF,KC,ArrowheadStadium,45,50,5,Cloudy,Grass,Clean
2239,363305,TB,KC,FGXP,13,4,2,13,8,0,14,4,4,93,5,3,FG,MB-460,25,1,2008,9,SUN,TB,KC,ArrowheadStadium,69,61,0,Sunny,Grass,Clean
2239,363441,TB,KC,FGXP,9,3,5,10,27,27,27,4,1,84,5,3,FG,MB-460,34,1,2008,9,SUN,TB,KC,ArrowheadStadium,69,61,0,Sunny,Grass,Clean
2239,363351,TB,KC,FGXP,7,3,2,0,4,10,24,1,10,75,4,3,FG,MB-460,43,1,2008,9,SUN,TB,KC,ArrowheadStadium,69,61,0,Sunny,Grass,Clean
1974,320721,GB,KC,FGXP,8,5,3,3,27,6,7,4,2,66,4,NA,FG,MC-300,52,0,2007,9,SUN,GB,KC,ArrowheadStadium,61,24,8,Sunny,Grass,Clean
1974,320747,GB,KC,FGXP,5,3,4,8,55,13,14,4,8,86,5,3,FG,MC-300,32,1,2007,9,SUN,GB,KC,ArrowheadStadium,61,24,8,Sunny,Grass,Clean
1974,320682,GB,KC,FGXP,8,3,2,2,0,3,0,4,6,82,5,3,FG,MC-300,36,1,2007,9,SUN,GB,KC,ArrowheadStadium,61,24,8,Sunny,Grass,Clean
1974,320775,GB,KC,FGXP,4,4,4,1,44,23,22,4,6,73,4,3,FG,MC-300,45,1,2007,9,SUN,GB,KC,ArrowheadStadium,61,24,8,Sunny,Grass,Clean
1974,320652,GB,KC,FGXP,15,5,2,14,57,0,0,4,6,70,4,3,FG,MC-300,48,1,2007,9,SUN,GB,KC,ArrowheadStadium,61,24,8,Sunny,Grass,Clean
3137,509424,GB,KC,FGXP,7,5,1,4,14,0,3,4,8,64,4,NA,FG,MC-300,54,0,2011,15,SUN,GB,KC,ArrowheadStadium,50,58,10,Sunny,Grass,Clean
668,108491,BUF,KC,FGXP,15,3,2,11,42,0,7,4,5,95,5,3,FG,MH-310,23,1,2002,11,SUN,BUF,KC,ArrowheadStadium,48,62,13,Sunny,Grass,Clean
668,108557,BUF,KC,FGXP,15,3,3,3,14,13,10,4,4,91,5,3,FG,MH-310,27,1,2002,11,SUN,BUF,KC,ArrowheadStadium,48,62,13,Sunny,Grass,Clean
668,108499,BUF,KC,FGXP,6,2,2,8,44,3,7,4,14,85,5,3,FG,MH-310,33,1,2002,11,SUN,BUF,KC,ArrowheadStadium,48,62,13,Sunny,Grass,Clean
753,122690,KC,SD,FGXP,13,5,4,1,13,21,22,4,7,80,5,3,FG,MH-390,38,1,2002,16,SUN,SD,KC,ArrowheadStadium,33,54,6,Sunny,Grass,Clean
1326,215970,NYJ,KC,FGXP,10,3,3,9,24,0,17,4,9,90,5,NA,FG,MN-080,28,0,2005,1,SUN,NYJ,KC,ArrowheadStadium,81,58,12,Sunny,Grass,Clean
2168,351953,DEN,KC,FGXP,7,3,2,1,25,7,13,4,2,90,5,NA,FG,MP-210,28,0,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2168,352024,DEN,KC,FGXP,15,3,4,8,1,13,23,4,3,97,5,3,FG,MP-210,22,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2168,352041,DEN,KC,FGXP,8,3,4,2,9,16,26,4,10,85,5,3,FG,MP-210,33,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2168,351972,DEN,KC,FGXP,7,4,3,12,17,10,13,4,11,67,4,3,FG,MP-210,51,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2168,351962,DEN,KC,FGXP,4,3,2,0,14,7,13,4,6,62,4,3,FG,MP-210,56,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2571,416838,DEN,KC,FGXP,5,4,4,8,53,41,13,4,8,80,5,3,FG,MP-210,37,1,2009,13,SUN,DEN,KC,ArrowheadStadium,37,45,6,Cloudy,Grass,Clean
2571,416794,DEN,KC,FGXP,6,4,3,5,57,24,6,4,11,80,5,3,FG,MP-210,38,1,2009,13,SUN,DEN,KC,ArrowheadStadium,37,45,6,Cloudy,Grass,Clean
2571,416774,DEN,KC,FGXP,4,4,3,13,20,14,6,4,9,74,4,3,FG,MP-210,44,1,2009,13,SUN,DEN,KC,ArrowheadStadium,37,45,6,Cloudy,Grass,Clean
2836,460056,DEN,KC,FGXP,12,3,2,1,22,0,7,4,3,92,5,3,FG,MP-210,25,1,2010,13,SUN,DEN,KC,ArrowheadStadium,26,55,8,Sunny,Grass,Clean
2836,460109,DEN,KC,FGXP,8,5,4,13,47,3,10,4,6,77,4,3,FG,MP-210,41,1,2010,13,SUN,DEN,KC,ArrowheadStadium,26,55,8,Sunny,Grass,Clean
3055,496043,DEN,KC,FGXP,4,5,4,2,0,17,7,4,15,77,4,NA,FG,MP-210,41,0,2011,10,SUN,DEN,KC,ArrowheadStadium,67,23,15,Sunny,Grass,Clean
3055,495941,DEN,KC,FGXP,8,5,2,7,51,7,0,4,5,80,5,3,FG,MP-210,38,1,2011,10,SUN,DEN,KC,ArrowheadStadium,67,23,15,Sunny,Grass,Clean
1781,289649,BAL,KC,FGXP,8,3,2,14,19,3,0,4,5,95,5,3,FG,MS-520,23,1,2006,14,SUN,BAL,KC,ArrowheadStadium,49,47,19,Sunny,Grass,Clean
1781,289637,BAL,KC,FGXP,9,3,1,4,35,0,0,4,2,77,4,3,FG,MS-520,41,1,2006,14,SUN,BAL,KC,ArrowheadStadium,49,47,19,Sunny,Grass,Clean
5,775,IND,KC,FGXP,9,3,4,15,0,14,14,4,5,95,5,3,FG,MV-010,23,1,2000,1,SUN,IND,KC,ArrowheadStadium,90,50,8,Sunny,Grass,Clean
5,799,IND,KC,FGXP,9,3,4,8,51,24,14,4,10,78,4,3,FG,MV-010,40,1,2000,1,SUN,IND,KC,ArrowheadStadium,90,50,8,Sunny,Grass,Clean
345,55864,IND,KC,FGXP,7,4,1,4,8,0,0,4,7,69,4,NA,FG,MV-010,49,0,2001,7,TN,IND,KC,ArrowheadStadium,55,61,12,Sunny,Grass,Clean
345,55959,IND,KC,FGXP,9,4,4,13,4,17,14,4,2,75,4,3,FG,MV-010,42,1,2001,7,TN,IND,KC,ArrowheadStadium,55,61,12,Sunny,Grass,Clean
345,55930,IND,KC,FGXP,12,5,3,9,7,7,3,4,3,69,4,3,FG,MV-010,50,1,2001,7,TN,IND,KC,ArrowheadStadium,55,61,12,Sunny,Grass,Clean
1048,170744,IND,KC,FGXP,11,3,3,10,8,21,10,4,6,73,4,3,FG,MV-010,45,1,2003,19,SUN,IND,KC,ArrowheadStadium,51,51,13,Sunny,Grass,Clean
1159,188642,IND,KC,FGXP,8,3,2,0,11,14,31,4,15,64,4,NA,FG,MV-010,54,0,2004,8,SUN,IND,KC,ArrowheadStadium,67,44,10,Sunny,Grass,Clean
2454,397708,DAL,KC,FGXP,10,5,1,1,47,0,0,4,9,78,4,NA,FG,NF-030,40,0,2009,5,SUN,DAL,KC,ArrowheadStadium,40,60,8,Cloudy,Grass,Clean
2454,397752,DAL,KC,FGXP,11,3,2,1,52,0,10,4,4,96,5,3,FG,NF-030,22,1,2009,5,SUN,DAL,KC,ArrowheadStadium,40,60,8,Cloudy,Grass,Clean
2454,397811,DAL,KC,FGXP,8,3,4,11,13,10,13,4,10,90,5,3,FG,NF-030,28,1,2009,5,SUN,DAL,KC,ArrowheadStadium,40,60,8,Cloudy,Grass,Clean
1220,198552,SD,KC,FGXP,10,3,1,10,8,0,0,4,6,89,5,NA,FG,NK-020,29,0,2004,12,SUN,SD,KC,ArrowheadStadium,35,75,14,Cloudy,Grass,Clean
1220,198626,SD,KC,FGXP,5,5,2,0,13,14,17,4,1,66,4,NA,FG,NK-020,52,0,2004,12,SUN,SD,KC,ArrowheadStadium,35,75,14,Cloudy,Grass,Clean
1220,198647,SD,KC,FGXP,5,3,3,7,24,14,17,4,5,93,5,3,FG,NK-020,25,1,2004,12,SUN,SD,KC,ArrowheadStadium,35,75,14,Cloudy,Grass,Clean
1220,198701,SD,KC,FGXP,7,4,4,2,28,31,31,4,17,76,4,3,FG,NK-020,43,1,2004,12,SUN,SD,KC,ArrowheadStadium,35,75,14,Cloudy,Grass,Clean
1681,273670,SD,KC,FGXP,11,3,2,1,14,6,20,4,8,72,4,NA,FG,NK-020,47,0,2006,7,SUN,SD,KC,ArrowheadStadium,40,68,9,Cloudy,Grass,Clean
1681,273652,SD,KC,FGXP,12,3,2,5,12,3,20,4,3,87,5,3,FG,NK-020,31,1,2006,7,SUN,SD,KC,ArrowheadStadium,40,68,9,Cloudy,Grass,Clean
1681,273629,SD,KC,FGXP,8,4,2,14,56,0,14,4,5,79,4,3,FG,NK-020,39,1,2006,7,SUN,SD,KC,ArrowheadStadium,40,68,9,Cloudy,Grass,Clean
2037,330922,SD,KC,FGXP,7,3,2,11,26,3,3,4,8,73,4,NA,FG,NK-020,45,0,2007,13,SUN,SD,KC,ArrowheadStadium,34,64,16,Cloudy,Grass,Clean
2037,330895,SD,KC,FGXP,9,3,1,5,32,0,3,4,7,93,5,3,FG,NK-020,25,1,2007,13,SUN,SD,KC,ArrowheadStadium,34,64,16,Cloudy,Grass,Clean
2333,378409,SD,KC,FGXP,8,3,2,0,14,0,14,4,2,86,5,3,FG,NK-020,32,1,2008,15,SUN,SD,KC,ArrowheadStadium,36,65,25,Cloudy,Grass,Clean
2209,358508,KC,TEN,FGXP,9,3,2,12,2,0,10,4,1,79,4,NA,FG,NN-020,39,0,2008,7,SUN,TEN,KC,ArrowheadStadium,63,55,13,Sunny,Grass,Clean
2168,351919,KC,DEN,FGXP,8,3,2,13,9,6,0,4,14,70,4,NA,FG,NN-020,48,0,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2209,358541,KC,TEN,FGXP,8,3,2,0,8,0,17,1,10,68,4,NA,FG,NN-020,50,0,2008,7,SUN,TEN,KC,ArrowheadStadium,63,55,13,Sunny,Grass,Clean
2168,351902,KC,DEN,FGXP,7,3,1,5,28,3,0,4,1,97,5,3,FG,NN-020,21,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2168,351892,KC,DEN,FGXP,9,3,1,9,55,0,0,4,5,95,5,3,FG,NN-020,23,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2209,358604,KC,TEN,FGXP,7,3,4,4,59,0,27,4,8,92,5,3,FG,NN-020,26,1,2008,7,SUN,TEN,KC,ArrowheadStadium,63,55,13,Sunny,Grass,Clean
2168,352032,KC,DEN,FGXP,7,4,4,3,53,23,16,4,3,85,5,3,FG,NN-020,33,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
2168,351980,KC,DEN,FGXP,7,4,3,8,47,13,13,4,6,75,4,3,FG,NN-020,43,1,2008,4,SUN,DEN,KC,ArrowheadStadium,74,65,7,Sunny,Grass,Clean
3037,492988,SD,KC,FGXP,4,5,2,1,16,3,10,4,22,66,4,NA,FG,NN-020,52,0,2011,8,MN,SD,KC,ArrowheadStadium,63,31,0,Sunny,Grass,Clean
3037,493033,SD,KC,FGXP,7,2,3,1,47,9,13,4,8,92,5,3,FG,NN-020,26,1,2011,8,MN,SD,KC,ArrowheadStadium,63,31,0,Sunny,Grass,Clean
3037,493021,SD,KC,FGXP,4,4,3,6,5,6,13,4,6,76,4,3,FG,NN-020,42,1,2011,8,MN,SD,KC,ArrowheadStadium,63,31,0,Sunny,Grass,Clean
3037,492970,SD,KC,FGXP,6,4,2,8,35,0,10,4,12,74,4,3,FG,NN-020,44,1,2011,8,MN,SD,KC,ArrowheadStadium,63,31,0,Sunny,Grass,Clean
3037,493012,SD,KC,FGXP,10,4,3,8,14,3,13,4,6,74,4,3,FG,NN-020,44,1,2011,8,MN,SD,KC,ArrowheadStadium,63,31,0,Sunny,Grass,Clean
571,92600,MIA,KC,FGXP,9,3,2,0,3,13,24,4,7,93,5,3,FG,OM-010,25,1,2002,4,SUN,MIA,KC,ArrowheadStadium,76,68,10,Cloudy,Grass,Clean
571,92585,MIA,KC,FGXP,7,3,2,3,42,10,24,4,11,89,5,3,FG,OM-010,29,1,2002,4,SUN,MIA,KC,ArrowheadStadium,76,68,10,Cloudy,Grass,Clean
571,92549,MIA,KC,FGXP,12,5,2,14,26,7,10,4,3,76,4,3,FG,OM-010,42,1,2002,4,SUN,MIA,KC,ArrowheadStadium,76,68,10,Cloudy,Grass,Clean
921,150125,CLE,KC,FGXP,12,2,3,0,43,17,34,4,5,95,5,3,FG,PD-020,22,1,2003,10,SUN,CLE,KC,ArrowheadStadium,45,57,8,Cloudy,Grass,Clean
921,150018,CLE,KC,FGXP,5,29,1,12,0,0,0,4,1,67,4,3,FG,PD-020,50,1,2003,10,SUN,CLE,KC,ArrowheadStadium,45,57,8,Cloudy,Grass,Clean
2601,421727,CLE,KC,FGXP,7,5,4,4,31,34,27,4,8,66,4,NA,FG,PD-020,52,0,2009,15,SUN,CLE,KC,ArrowheadStadium,39,65,15,Sunny,Grass,Clean
2601,421621,CLE,KC,FGXP,9,4,2,12,36,10,3,4,2,87,5,3,FG,PD-020,30,1,2009,15,SUN,CLE,KC,ArrowheadStadium,39,65,15,Sunny,Grass,Clean
2601,421586,CLE,KC,FGXP,12,5,1,10,18,0,0,4,10,71,4,3,FG,PD-020,47,1,2009,15,SUN,CLE,KC,ArrowheadStadium,39,65,15,Sunny,Grass,Clean
1035,168580,CHI,KC,FGXP,5,5,2,11,31,0,7,4,7,66,4,NA,FG,PE-010,52,0,2003,17,SUN,CHI,KC,ArrowheadStadium,46,42,6,Sunny,Grass,Clean
1035,168630,CHI,KC,FGXP,11,5,3,9,29,0,14,4,10,70,4,3,FG,PE-010,48,1,2003,17,SUN,CHI,KC,ArrowheadStadium,46,42,6,Sunny,Grass,Clean
72,11509,KC,SEA,FGXP,11,3,1,15,0,0,0,4,10,80,5,NA,FG,PS-090,37,0,2000,5,MN,SEA,KC,ArrowheadStadium,74,53,8,Sunny,Grass,Clean
72,11626,KC,SEA,FGXP,10,3,4,14,20,14,17,4,7,92,5,3,FG,PS-090,27,1,2000,5,MN,SEA,KC,ArrowheadStadium,74,53,8,Sunny,Grass,Clean
2072,336667,TEN,KC,FGXP,10,3,4,5,45,23,17,4,5,93,5,3,FG,RB-220,25,1,2007,15,SUN,TEN,KC,ArrowheadStadium,22,71,6,Sunny,Grass,Clean
2072,336579,TEN,KC,FGXP,6,3,2,8,56,7,7,4,19,81,5,3,FG,RB-220,37,1,2007,15,SUN,TEN,KC,ArrowheadStadium,22,71,6,Sunny,Grass,Clean
2072,336617,TEN,KC,FGXP,6,3,3,11,51,10,14,4,3,81,5,3,FG,RB-220,37,1,2007,15,SUN,TEN,KC,ArrowheadStadium,22,71,6,Sunny,Grass,Clean
2072,336648,TEN,KC,FGXP,6,4,4,15,0,20,17,4,15,78,4,3,FG,RB-220,40,1,2007,15,SUN,TEN,KC,ArrowheadStadium,22,71,6,Sunny,Grass,Clean
2209,358575,TEN,KC,FGXP,8,4,3,0,24,17,0,4,5,72,4,3,FG,RB-220,46,1,2008,7,SUN,TEN,KC,ArrowheadStadium,63,55,13,Sunny,Grass,Clean
2209,358482,TEN,KC,FGXP,10,3,1,8,2,0,0,4,6,69,4,3,FG,RB-220,49,1,2008,7,SUN,TEN,KC,ArrowheadStadium,63,55,13,Sunny,Grass,Clean
72,11596,SEA,KC,FGXP,9,3,3,10,5,14,7,4,7,91,5,3,FG,RL-090,27,1,2000,5,MN,SEA,KC,ArrowheadStadium,74,53,8,Sunny,Grass,Clean
410,66478,SEA,KC,FGXP,8,15,2,9,24,0,10,4,10,70,4,NA,FG,RL-090,48,0,2001,11,SUN,SEA,KC,ArrowheadStadium,49,76,5,Sunny,Grass,Clean
900,146656,BUF,KC,FGXP,4,3,1,2,35,2,7,4,7,69,4,NA,FG,RL-090,49,0,2003,8,SN,BUF,KC,ArrowheadStadium,45,50,5,Cloudy,Grass,Clean
900,146690,BUF,KC,FGXP,10,3,2,3,2,2,21,4,2,98,5,3,FG,RL-090,20,1,2003,8,SN,BUF,KC,ArrowheadStadium,45,50,5,Cloudy,Grass,Clean
2283,370434,BUF,KC,FGXP,10,2,2,15,0,7,7,4,3,97,5,3,FG,RL-090,21,1,2008,12,SUN,BUF,KC,ArrowheadStadium,50,56,13,Sunny,Grass,Clean
2283,370475,BUF,KC,FGXP,5,3,2,1,36,20,17,4,8,84,5,3,FG,RL-090,34,1,2008,12,SUN,BUF,KC,ArrowheadStadium,50,56,13,Sunny,Grass,Clean
2283,370503,BUF,KC,FGXP,4,4,3,10,9,37,17,4,3,80,5,3,FG,RL-090,38,1,2008,12,SUN,BUF,KC,ArrowheadStadium,50,56,13,Sunny,Grass,Clean
2283,370456,BUF,KC,FGXP,4,3,2,8,20,10,14,4,3,79,4,3,FG,RL-090,39,1,2008,12,SUN,BUF,KC,ArrowheadStadium,50,56,13,Sunny,Grass,Clean
2587,419427,BUF,KC,FGXP,4,4,4,12,16,13,10,4,6,67,4,NA,FG,RL-090,51,0,2009,14,SUN,BUF,KC,ArrowheadStadium,42,80,4,Cloudy,Grass,Clean
2587,419409,BUF,KC,FGXP,11,4,3,3,14,10,3,4,4,94,5,3,FG,RL-090,24,1,2009,14,SUN,BUF,KC,ArrowheadStadium,42,80,4,Cloudy,Grass,Clean
2587,419437,BUF,KC,FGXP,7,5,4,8,6,13,10,4,4,82,5,3,FG,RL-090,36,1,2009,14,SUN,BUF,KC,ArrowheadStadium,42,80,4,Cloudy,Grass,Clean
2587,419377,BUF,KC,FGXP,10,4,2,1,14,7,3,4,1,77,4,3,FG,RL-090,41,1,2009,14,SUN,BUF,KC,ArrowheadStadium,42,80,4,Cloudy,Grass,Clean
2762,447997,BUF,KC,FGXP,9,5,5,7,19,10,10,4,7,66,4,NA,FG,RL-090,53,0,2010,8,SUN,BUF,KC,ArrowheadStadium,51,60,13,Sunny,Grass,Clean
2762,447925,BUF,KC,FGXP,15,5,3,6,8,0,7,4,7,75,4,3,FG,RL-090,43,1,2010,8,SUN,BUF,KC,ArrowheadStadium,51,60,13,Sunny,Grass,Clean
2925,474450,BUF,KC,FGXP,9,8,2,6,50,14,0,4,3,89,5,3,FG,RL-090,29,1,2011,1,SUN,BUF,KC,ArrowheadStadium,75,65,0,Sunny,Grass,Clean
2925,474456,BUF,KC,FGXP,4,4,2,5,42,17,0,4,9,80,5,3,FG,RL-090,38,1,2011,1,SUN,BUF,KC,ArrowheadStadium,75,65,0,Sunny,Grass,Clean
1891,307376,MIN,KC,FGXP,5,3,2,9,21,7,0,4,4,96,5,3,FG,RL-130,22,1,2007,3,SUN,MIN,KC,ArrowheadStadium,83,52,5,Sunny,Grass,Clean
2975,482760,MIN,KC,FGXP,8,3,3,9,18,7,9,4,4,85,5,3,FG,RL-130,33,1,2011,4,SUN,MIN,KC,ArrowheadStadium,65,40,7,Sunny,Grass,Clean
2454,397831,KC,DAL,FGXP,13,6,4,3,15,13,13,4,13,65,4,NA,FG,RS-340,53,0,2009,5,SUN,DAL,KC,ArrowheadStadium,40,60,8,Cloudy,Grass,Clean
2587,419354,KC,BUF,FGXP,13,4,2,10,29,0,7,4,1,97,5,3,FG,RS-340,21,1,2009,14,SUN,BUF,KC,ArrowheadStadium,42,80,4,Cloudy,Grass,Clean
2571,416719,KC,DEN,FGXP,20,2,2,14,24,0,7,4,4,96,5,3,FG,RS-340,22,1,2009,13,SUN,DEN,KC,ArrowheadStadium,37,45,6,Cloudy,Grass,Clean
2538,411518,KC,PIT,FGXP,5,3,5,8,28,24,24,1,4,96,5,3,FG,RS-340,22,1,2009,11,SUN,PIT,KC,ArrowheadStadium,55,62,8,Cloudy,Grass,Clean
2408,390287,KC,OAK,FGXP,17,2,1,2,3,0,0,4,1,95,5,3,FG,RS-340,23,1,2009,2,SUN,OAK,KC,ArrowheadStadium,72,70,5,Cloudy,Grass,Clean
2538,411457,KC,PIT,FGXP,4,3,3,0,9,14,17,4,9,91,5,3,FG,RS-340,27,1,2009,11,SUN,PIT,KC,ArrowheadStadium,55,62,8,Cloudy,Grass,Clean
2601,421718,KC,CLE,FGXP,11,4,4,8,12,24,34,4,5,91,5,3,FG,RS-340,27,1,2009,15,SUN,CLE,KC,ArrowheadStadium,39,65,15,Sunny,Grass,Clean
2601,421603,KC,CLE,FGXP,9,3,1,4,15,0,3,4,4,88,5,3,FG,RS-340,30,1,2009,15,SUN,CLE,KC,ArrowheadStadium,39,65,15,Sunny,Grass,Clean
2441,395662,KC,NYG,FGXP,6,4,1,5,2,0,7,4,5,84,5,3,FG,RS-340,34,1,2009,4,SUN,NYG,KC,ArrowheadStadium,59,50,10,Sunny,Grass,Clean
2454,397784,KC,DAL,FGXP,9,2,3,6,32,10,3,4,3,80,5,3,FG,RS-340,38,1,2009,5,SUN,DAL,KC,ArrowheadStadium,40,60,8,Cloudy,Grass,Clean
2571,416763,KC,DEN,FGXP,5,5,2,0,28,3,14,4,1,70,4,3,FG,RS-340,47,1,2009,13,SUN,DEN,KC,ArrowheadStadium,37,45,6,Cloudy,Grass,Clean
2454,397716,KC,DAL,FGXP,4,5,2,14,18,0,0,4,15,72,4,3,FG,RS-340,47,1,2009,5,SUN,DAL,KC,ArrowheadStadium,40,60,8,Cloudy,Grass,Clean
2691,436175,KC,SF,FGXP,10,5,2,2,0,7,3,4,7,80,5,NA,FG,RS-340,38,0,2010,3,SUN,SF,KC,ArrowheadStadium,55,72,10,Sunny,Grass,Clean
2762,448004,KC,BUF,FGXP,7,5,5,3,43,10,10,4,5,79,4,NA,FG,RS-340,39,0,2010,8,SUN,BUF,KC,ArrowheadStadium,51,60,13,Sunny,Grass,Clean
2884,467799,KC,TEN,FGXP,11,5,2,0,47,24,7,4,6,70,4,NA,FG,RS-340,47,0,2010,16,SUN,TEN,KC,ArrowheadStadium,19,77,7,Cloudy,Grass,Clean
2807,455489,KC,ARI,FGXP,10,3,4,8,15,21,6,4,4,95,5,3,FG,RS-340,23,1,2010,11,SUN,ARI,KC,ArrowheadStadium,66,65,25,Cloudy,Grass,Clean
2762,447948,KC,BUF,FGXP,12,5,4,9,41,7,3,4,3,90,5,3,FG,RS-340,28,1,2010,8,SUN,BUF,KC,ArrowheadStadium,51,60,13,Sunny,Grass,Clean
